-1.153300306492834049e-01,1.992160122190177463e-01,-8.678498585991276104e-02
1.109716186218962786e-01,2.330542946537295101e-02,9.906972399315129574e-02
-1.002574448164153254e-01,1.618398299022079656e-01,-3.340798962877394168e-02
-9.712925781702252959e-02,1.683874615982470235e-01,3.419660512366798355e-02
-1.480001912235051342e-01,-5.811016330444063183e-02,3.371240336821445388e-02
-1.139695058805954286e-01,-9.772404337699749921e-02,1.769209672083962848e-02
-1.800042556437940477e-01,7.991935268054062291e-02,5.073681242713247441e-02
-4.795600546301356792e-02,-6.287766648701309524e-02,-7.451476372698070949e-02
2.894650962241203385e-02,-1.361003615608352701e-01,1.122621677258499873e-01
-1.036885058219987332e-01,-1.574182717327682335e-01,-3.786584734701921306e-02
-1.026914865256611242e-01,1.001430632155154155e-01,1.001812064312110617e-01
1.233839847107739141e-01,9.214764277145565119e-02,3.247682475175291822e-02
1.412640340865261024e-01,-1.753685856113597619e-01,-1.544138458520956034e-02
-1.513479547942709336e-01,1.507958366736661393e-01,6.935492240730618818e-02
1.265286045374436619e-01,-1.715366202851404676e-01,9.691787359369578858e-02
2.500533172044361874e-01,-7.406643859035705324e-02,1.633157195215162449e-02
-1.512904398988016152e-01,2.785845591952040845e-02,5.216788502326803745e-02
-7.557732151869717141e-02,1.152612643103074763e-01,-3.726658746816623874e-02
-2.432219994346385139e-02,-2.474869068615423440e-02,-9.028659469294375572e-02
-8.232441373892537828e-02,-1.783925091549264375e-01,-5.001316326490401476e-02
-8.061596635133924660e-02,1.503708497613313044e-01,6.778445410392476556e-02
3.807409520093190530e-02,2.160653266700537922e-01,-7.477372241889673754e-02
-1.754186468597009052e-01,9.582519618619322888e-02,1.052470812349604046e-03
9.039913549419864580e-02,-2.448038228216681267e-02,-1.222643099246678855e-01
-9.985002402979031855e-02,1.671011678769135367e-01,-1.545941976444134835e-01
9.228086421217411572e-02,-1.670054098258262065e-01,-6.347842026286085182e-02
-1.131200987051421691e-01,-1.615072124786460228e-01,7.169861437524675807e-04
3.543341924508169871e-03,2.190374018103155573e-01,-7.516357707981191627e-02
-2.651796565719394261e-02,-1.088833497210862367e-01,-5.790202532381106409e-02
-4.661333014464363877e-02,2.583835146288870899e-02,8.939163870085367614e-02
-1.482568833185554102e-01,1.606866987467394092e-01,4.963071315662893890e-02
1.954444822416643857e-01,-1.654352248470530307e-01,-1.094364741540346936e-03
2.066154048946902411e-01,9.745513715808673538e-03,-7.610333399657026598e-04
-1.252378921988500926e-01,1.693139330671370457e-01,-1.032090300740057115e-01
-1.782160013238984209e-02,2.193008936959631727e-01,-5.901435773569550097e-02
1.610148758503763267e-01,-1.737513687476215374e-01,-1.491703573277081141e-02
1.973030916716088101e-01,-2.431860393087134642e-02,6.724273745300195226e-02
-9.960466491906896924e-02,1.677188155228402366e-01,-5.056864949178649371e-02
1.268034294074202040e-01,-1.746004925984666056e-01,-1.712115952244350203e-02
-1.502370390054276472e-01,7.945470032305451680e-02,1.179215767751091715e-01
